round,accuracy,f1,fpr,auc
1,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
2,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
3,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
4,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
5,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
6,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
7,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
8,0.7304313099041534,0.25083240843507215,0.09873949579831932,0.4032212885154062
